Chr,Start,variance
chr1,241000001,0.215894474625598
chr1,241000001,0.215894474625598
chr1,244000001,0.215074443470246
chr1,244000001,0.215074443470246
chr4,188000001,0.21371078474678
chr2,10000001,0.21268734398932
chrX,145000001,0.212614765134107
chr9,58000001,0.211272797379205
chr9,59000001,0.211272797379205
chr3,2000001,0.209948963938304
chr15,95000001,0.209470377878795
chr8,139000001,0.207479208769994
chr16,40000001,0.205676048738253
chr16,41000001,0.205676048738253
chr16,42000001,0.205676048738253
chr16,43000001,0.205676048738253
chr16,44000001,0.205676048738253
chr16,45000001,0.205676048738253
chr16,46000001,0.205676048738253
chr16,47000001,0.205676048738253
chr3,197000001,0.203935234133073
chr14,15000001,0.202797611857348
chr15,24000001,0.201064595466001
chr18,7000001,0.19821864278048
chr17,74000001,0.196514226878993
chr8,8000001,0.195695801649596
chr6,1000001,0.195011131407695
chr10,118000001,0.191220188853118
chr15,19000001,0.187330080150368
chr22,37000001,0.184568869996296
chr14,1000001,0.181760342071255
chr19,7000001,0.179370506771548
chr1,239000001,0.179048665957022
chr1,239000001,0.179048665957022
chr9,53000001,0.177936588765047
chr9,54000001,0.177936588765047
chr9,55000001,0.177936588765047
chr9,56000001,0.177936588765047
chr19,25000001,0.171587919737774
chr12,3000001,0.170575250315727
chr6,32000001,0.167784714356311
chr22,48000001,0.167405148395216
chrX,2000001,0.167327243599884
chr10,131000001,0.166957822038065
chr8,3000001,0.166351591443447
chr20,1,0.16398184270072
chr9,57000001,0.162981584282068
chr20,63000001,0.162886080977596
chr14,6000001,0.162687013236909
chr22,44000001,0.157802040341613
chr4,80000001,0.155860954849044
chr17,10000001,0.154630336205807
chr11,130000001,0.153658121581789
chr18,16000001,0.152682534828031
chr18,17000001,0.152682534828031
chr18,18000001,0.152682534828031
chr18,19000001,0.152682534828031
chr7,1,0.152430617379993
chr11,21000001,0.151653692115645
chr1,240000001,0.151206906173864
chr1,240000001,0.151206906173864
chr19,3000001,0.150700657816153
chr12,129000001,0.150366079304004
chr13,106000001,0.148737629740851
chr16,6000001,0.147546796821115
chrX,13000001,0.147052610335298
chr5,5000001,0.145725747755228
chr8,17000001,0.145612356544637
chr9,146000001,0.145019575106258
chr6,171000001,0.142571436444564
chrX,22000001,0.141844941052527
chr1,128000001,0.141730252596254
chr1,128000001,0.141730252596254
chr5,31000001,0.141310866769946
chr16,79000001,0.141064898901773
chr11,1,0.140698572193307
chr10,53000001,0.139434098151342
chr22,23000001,0.137951619622034
chr22,17000001,0.137749947844513
chr10,134000001,0.136913929417162
chr5,3000001,0.136864783124478
chr17,34000001,0.13646444272932
chrX,58000001,0.135649402399647
chr20,44000001,0.13459379785944
chr22,22000001,0.133402582286394
chr18,76000001,0.133260540418382
chrX,32000001,0.132899457542804
chr7,1000001,0.13188339341342
chr11,11000001,0.13175648363544
chr20,6000001,0.130543058010973
chr5,33000001,0.130403730649648
chrX,114000001,0.129032950907454
chr14,9000001,0.128657479503069
chr17,6000001,0.12768732714186
chr5,181000001,0.127093177945444
chr20,55000001,0.127038054905892
chr17,1,0.126834455860311
chr1,163000001,0.12665821518106
chr1,163000001,0.12665821518106
chr5,9000001,0.126401650601521
chr16,94000001,0.125591467920927
chr5,175000001,0.125240321565511
chr19,1000001,0.125176949164887
chr20,15000001,0.124967232169294
chr9,14000001,0.124838102283374
chr11,20000001,0.12477070647174
chr11,54000001,0.124739920948767
chr18,6000001,0.124460886366225
chr19,9000001,0.124199296933907
chrX,150000001,0.122595011361679
chr16,52000001,0.122405370130442
chr4,187000001,0.121759610328232
chr9,49000001,0.121208050785073
chr8,142000001,0.120954020341159
chr11,34000001,0.120313661827824
chr10,129000001,0.120186287793964
chr2,121000001,0.119264039436222
chr13,107000001,0.119176863700451
chr19,2000001,0.118211002507396
chr1,231000001,0.117027267702646
chr1,231000001,0.117027267702646
chr13,35000001,0.117026589264815
chr20,5000001,0.116954283025762
chr6,16000001,0.11679084712164
chr14,88000001,0.116198815388362
chr4,7000001,0.116075564136988
chr14,11000001,0.115754086305658
chr16,63000001,0.114450853677873
chr7,4000001,0.114249872244455
chr10,4000001,0.11413523175967
chr16,51000001,0.114009896501138
chr16,49000001,0.11394985507532
chr16,50000001,0.113919245493206
chr5,10000001,0.113744030247979
chr13,23000001,0.113673701156589
chr17,23000001,0.113108455953876
chr1,13000001,0.112732529158168
chr1,13000001,0.112732529158168
chr3,1,0.112501919117022
chr6,162000001,0.112331331338307
chr20,10000001,0.112324092901213
chr3,95000001,0.112186254151903
chr18,11000001,0.112002862291207
chr2,8000001,0.111919561149976
chr16,1,0.111579967249764
chr1,18000001,0.111506019422074
chr1,18000001,0.111506019422074
chr14,89000001,0.111300373260318
chr4,180000001,0.111209824014908
chr9,1000001,0.110849537658919
chr1,24000001,0.110589609776841
chr1,24000001,0.110589609776841
chrX,116000001,0.110158829336362
chr10,5000001,0.109127179422781
chr5,166000001,0.108639021046639
chr15,21000001,0.108482629878673
chr16,91000001,0.10806426988564
chr1,126000001,0.107898061500975
chr1,126000001,0.107898061500975
chrX,59000001,0.107723264264968
chr15,23000001,0.107720476199396
chr6,5000001,0.107385881639456
chr9,66000001,0.107336469986404
chr3,7000001,0.107149522328864
chr12,131000001,0.106978912755993
chr11,51000001,0.106782851157547
chr4,189000001,0.106688574967836
chr20,19000001,0.105995198990652
chr17,13000001,0.105322955612043
chr7,132000001,0.104796304646513
chr20,59000001,0.104783492376065
chr11,52000001,0.103622771436071
chr11,53000001,0.103622771436071
chr3,6000001,0.103309040526143
chr3,4000001,0.102942989428229
chr17,14000001,0.102718347345753
chr1,121000001,0.102453671383298
chr1,121000001,0.102453671383298
chr2,235000001,0.102244769074217
chr7,159000001,0.101890350160439
chr21,38000001,0.101522194311203
chr1,1,0.101372357796403
chr1,1,0.101372357796403
chr9,51000001,0.100954474064456
chr12,130000001,0.100236983040057
chr3,189000001,0.100020767591927
chr1,5000001,0.100002893771684
chr1,5000001,0.100002893771684
chr13,12000001,0.0996240677692067
chr12,5000001,0.0995965604129565
chr1,247000001,0.0985920500157487
chr1,247000001,0.0985920500157487
chr3,192000001,0.0981454663049742
chrX,144000001,0.0978631739686244
chrX,9000001,0.0977921836030931
chr20,12000001,0.0975597971602924
chr15,25000001,0.0972959969925282
chrX,110000001,0.0972657302292084
chr14,93000001,0.0962505779977913
chr13,19000001,0.0961120821704901
chr16,90000001,0.0956299609149445
chr13,14000001,0.0952361543266413
chr13,15000001,0.0952361543266413
chr13,16000001,0.0952361543266413
chr9,71000001,0.094643851884395
chr20,16000001,0.0943082121202679
chr8,128000001,0.094288410226255
chr4,6000001,0.0940463318104994
chr4,49000001,0.0937064161031725
chr14,14000001,0.0937001551479499
chr2,45000001,0.0936605048576364
chr1,87000001,0.0931503906604382
chr1,87000001,0.0931503906604382
chr5,151000001,0.0930733198826883
chr11,5000001,0.0930553058767088
chr19,6000001,0.0930099324044152
chr12,11000001,0.0922716687696764
chrX,137000001,0.0921924512964323
chr21,29000001,0.0920664682175407
chr18,3000001,0.0919582925130257
chr17,57000001,0.0908673388344435
chr21,25000001,0.0907194200781976
chr16,83000001,0.0905595403578006
chr7,149000001,0.0905152243699175
chr9,50000001,0.090407338226422
chrX,3000001,0.0902336076303802
chr10,133000001,0.0900713455882238
chr4,54000001,0.0895663660237203
chrX,140000001,0.0894863516130831
chr17,26000001,0.0893859829280713
chr20,61000001,0.0890939362847026
chr13,109000001,0.0889636326228819
chr1,12000001,0.0888539805024487
chr1,12000001,0.0888539805024487
chr2,231000001,0.0881251022206265
chr12,20000001,0.0878146212804796
chr15,92000001,0.0877235958377773
chr16,23000001,0.0877047784467353
chr2,4000001,0.0876307016630841
chr3,91000001,0.0873110445710702
chr1,200000001,0.087174616149178
chr1,200000001,0.087174616149178
chr5,1000001,0.087083220141949
chr6,4000001,0.0868908111800698
chr1,122000001,0.0868281708422009
chr1,123000001,0.0868281708422009
chr1,124000001,0.0868281708422009
chr1,125000001,0.0868281708422009
chr1,122000001,0.0868281708422009
chr1,123000001,0.0868281708422009
chr1,124000001,0.0868281708422009
chr1,125000001,0.0868281708422009
chr11,12000001,0.0865609684931477
chr2,240000001,0.086391250610236
chr11,129000001,0.086360628505708
chr8,7000001,0.0861802457467985
chr1,246000001,0.0860862306334489
chr1,246000001,0.0860862306334489
chr1,111000001,0.0859539953747302
chr1,111000001,0.0859539953747302
chr14,4000001,0.0858369022000996
chr4,50000001,0.0857494525956642
chr4,51000001,0.0857494525956642
chrX,4000001,0.085724346981237
chr4,53000001,0.0856807358848367
chr4,52000001,0.0853608628194926
chr7,60000001,0.0853007250952314
chr1,61000001,0.0852947056355689
chr1,61000001,0.0852947056355689
chr9,63000001,0.0846321610433778
chr15,96000001,0.0845226292299192
chr13,30000001,0.0842588187741176
chrX,43000001,0.0840326964316247
chr18,73000001,0.0839532484806004
chr1,161000001,0.0837571469223937
chr1,161000001,0.0837571469223937
chrX,31000001,0.0836555953883171
chr16,26000001,0.0835339528749708
chr2,3000001,0.0828292176522052
chr15,20000001,0.0826193838519042
chr19,60000001,0.0824753202469459
chr18,63000001,0.082188942397468
chrX,123000001,0.0820773283981127
chr12,8000001,0.0818243644424586
chr19,38000001,0.081550963849282
chr4,38000001,0.0815260802777228
chr12,119000001,0.0813764841558273
chrX,141000001,0.0812849110217826
chr1,2000001,0.0808811613511963
chr1,2000001,0.0808811613511963
chr8,46000001,0.0806252608100002
chr8,69000001,0.0805442118776367
chr3,60000001,0.0803994408932938
chr7,63000001,0.0802295303369297
chr6,154000001,0.079849632647524
chr1,30000001,0.0796721355857788
chr1,30000001,0.0796721355857788
chr12,7000001,0.0795275220168041
chr16,93000001,0.0791511651505861
chr12,37000001,0.0786307093931498
chr8,44000001,0.0784420642187853
chr17,58000001,0.0783899535294966
chr9,67000001,0.0782578787902036
chr9,68000001,0.0782578787902036
chr9,69000001,0.0782578787902036
chr9,70000001,0.0782578787902036
chr8,11000001,0.0781515656847387
chr1,156000001,0.0777345664460828
chr1,156000001,0.0777345664460828
chr4,5000001,0.0777322242445608
chr13,104000001,0.0773458753876178
chr3,200000001,0.0772843989024063
chr22,49000001,0.0769486851267728
chr10,107000001,0.076759480006587
chr22,33000001,0.0766152182891648
chr15,13000001,0.0764998915948551
chr1,215000001,0.0761429082392299
chr1,215000001,0.0761429082392299
chrX,121000001,0.0757867996115547
chr15,97000001,0.0755933128276775
chr15,17000001,0.0753943275963741
chr15,6000001,0.0752305324967281
chr16,10000001,0.075161241905462
chr19,37000001,0.0750617329296763
chr18,10000001,0.0749869435539073
chr22,47000001,0.0749528120614507
chr8,12000001,0.0749158481057313
chr2,228000001,0.0748787088614372
chr9,2000001,0.0748228893237451
chr2,16000001,0.0748066033985989
chr8,6000001,0.0747578067715623
chr15,7000001,0.0747396929577716
chr15,8000001,0.0747396929577716
chr15,9000001,0.0747396929577716
chr15,10000001,0.0747396929577716
chr15,11000001,0.0747396929577716
chr15,12000001,0.0747396929577716
chr14,2000001,0.0744859048385017
chr11,4000001,0.074266074788656
chr14,26000001,0.0739454322596736
chr14,19000001,0.0738088775218264
chr12,93000001,0.0735491250390266
chr3,92000001,0.073214514674427
chr3,93000001,0.073214514674427
chr3,94000001,0.073214514674427
chr18,64000001,0.073192529605776
chrX,30000001,0.073107635550298
chr1,205000001,0.072287879578146
chr1,205000001,0.072287879578146
chr11,15000001,0.0722500744244611
chr6,6000001,0.0722476728082959
chr19,29000001,0.0721514051279633
chrX,151000001,0.0721382853936562
chr21,36000001,0.0720633177403651
chr10,6000001,0.0718153601123587
chr10,113000001,0.0714831020293776
chr1,159000001,0.0712082208746229
chr1,159000001,0.0712082208746229
chr15,31000001,0.0712049665499468
chr8,72000001,0.0708080520301543
chr14,3000001,0.070684386065975
chr20,2000001,0.0706105190173254
chr1,191000001,0.0705527479565018
chr1,191000001,0.0705527479565018
chr7,61000001,0.0705303095554212
chr7,62000001,0.0705303095554212
chr1,235000001,0.0704606662773175
chr1,235000001,0.0704606662773175
chr13,39000001,0.0703616142761442
chr6,1,0.07035709607844
chr9,38000001,0.070212117224217
chr10,2000001,0.070147884578753
chr4,4000001,0.0700591757648496
chr12,30000001,0.0700320247986965
chr9,145000001,0.069711754691572
chr16,87000001,0.0696568847840175
chr14,17000001,0.069617698827146
chr9,16000001,0.0693261266679152
chrX,6000001,0.0692983650288216
chr3,191000001,0.0692556640745951
chr11,117000001,0.0692501257822359
chrX,18000001,0.0691221811369416
chr17,37000001,0.0690346434041645
chr10,125000001,0.0688832060756085
chr8,134000001,0.0684777212758883
chr4,192000001,0.0684143259921321
chr15,67000001,0.0682453414462382
chr10,130000001,0.0682125377759153
chr3,21000001,0.0682117574943897
chr12,124000001,0.0681762819655084
chr8,16000001,0.068083720443259
chr18,78000001,0.0679083249683909
chr1,204000001,0.0678973516848693
chr1,204000001,0.0678973516848693
chr7,16000001,0.0678093506335346
chrX,37000001,0.0670874977134009
chr10,124000001,0.0669403168958787
chr1,168000001,0.0667149859345954
chr1,168000001,0.0667149859345954
chr17,11000001,0.0665183844364984
chr16,57000001,0.0663036902257977
chrX,60000001,0.0658578785920021
chr3,3000001,0.0655274721406077
chr18,12000001,0.0654927264566915
chrX,40000001,0.065473304285865
chr17,24000001,0.0652609211832686
chr21,42000001,0.065142178395795
chr9,62000001,0.0650856598936159
chr8,45000001,0.0650440289564868
chrX,92000001,0.0649131782106542
chr12,34000001,0.0648980116850009
chrX,45000001,0.0648966675722304
chr13,103000001,0.0646030315420372
chr6,23000001,0.0645664343913214
chr21,12000001,0.0642294741773313
chr4,25000001,0.0642017938659518
chr20,57000001,0.0641524913083437
chr1,237000001,0.0639923695221556
chr1,237000001,0.0639923695221556
chr5,55000001,0.0639408413061884
chr17,25000001,0.063863716773306
chr7,143000001,0.0638297657860967
chr10,1000001,0.0635478869983916
chr1,33000001,0.0633609920728932
chr1,33000001,0.0633609920728932
chr17,1000001,0.063267868284433
chr10,26000001,0.0632121882627091
chr11,131000001,0.0631196217302842
chr21,13000001,0.0626975074240929
chr1,164000001,0.0626235869776856
chr1,164000001,0.0626235869776856
chr4,186000001,0.0625814568178947
chr5,74000001,0.0625530364238378
chr5,173000001,0.0624002717271525
chr9,131000001,0.0621300485806873
chr12,66000001,0.0621179266064546
chr6,126000001,0.0621131836979508
chrX,67000001,0.0620942702533124
chr7,152000001,0.0619837866385608
chr3,109000001,0.0618167168584675
chr4,8000001,0.0617461832787164
chr12,78000001,0.0614583687297249
chr7,157000001,0.0611655240378959
chr9,88000001,0.0610985951013211
chr13,94000001,0.061090178798375
chrX,142000001,0.0610330479444939
chr12,35000001,0.0609844117546404
chr12,36000001,0.0609844117546404
chr17,81000001,0.0609829578288378
chr9,44000001,0.0609333147648695
chr19,54000001,0.0609060949788051
chr13,102000001,0.0607404022780608
chr14,21000001,0.0606975553901527
chr20,7000001,0.0606486404588491
chr10,121000001,0.0605140590624785
chr12,94000001,0.0604264936584281
chr13,9000001,0.0602898591664726
chr11,119000001,0.0602335476009212
chr6,168000001,0.0601145476472313
chr19,10000001,0.0600133666669656
chr5,38000001,0.059587120475596
chr9,99000001,0.0595684562377218
chr1,8000001,0.0594679559748337
chr1,8000001,0.0594679559748337
chr7,133000001,0.0593814585022627
chr19,26000001,0.0593001289273934
chr10,3000001,0.0591891492872559
chr2,216000001,0.058918811003371
chr17,5000001,0.0588643317486148
chr2,237000001,0.0588553014599451
chr2,11000001,0.0587019242612851
chr3,63000001,0.0586937970384207
chr7,112000001,0.0586327169664692
chr4,31000001,0.058589679004983
chr15,33000001,0.058567892635618
chr7,140000001,0.0585625655600634
chr17,3000001,0.0585472251738141
chr3,66000001,0.0585219286352361
chr9,25000001,0.0584511039318848
chr18,1,0.0584076620615292
chr5,170000001,0.0583015922783105
chr11,19000001,0.0582665259711094
chr17,12000001,0.058058283232739
chr17,2000001,0.0579950516368821
chr9,61000001,0.0576822199575514
chr22,45000001,0.057578630722969
chr3,29000001,0.0575626581335222
chr16,60000001,0.0575342295856781
chr3,5000001,0.0575282801575495
chr18,58000001,0.0574064616408558
chr13,100000001,0.0571890360052295
chr10,29000001,0.0571301637867394
chr1,229000001,0.0570687834333647
chr1,229000001,0.0570687834333647
chr19,33000001,0.05696449614703
chr5,172000001,0.0569125105631539
chr7,42000001,0.0568491756107361
chr20,53000001,0.0567463321720204
chr21,2000001,0.0566500478332831
chr8,124000001,0.0566079505563289
chr1,36000001,0.0565018665129056
chr1,36000001,0.0565018665129056
chr1,208000001,0.0562672280809518
chr1,208000001,0.0562672280809518
chr20,64000001,0.0562631174125794
chr17,66000001,0.0560608940600059
chr2,220000001,0.0560487709583077
chr5,4000001,0.0560384077637034
chr10,71000001,0.0558593643049084
chr13,27000001,0.0557577985562738
chr8,125000001,0.0557406166524348
chr6,40000001,0.0555045643474961
chr15,93000001,0.0554875610163308
chr1,207000001,0.0554817098026653
chr1,207000001,0.0554817098026653
chr8,130000001,0.0554734654655222
chr20,62000001,0.0553407955150043
chr2,132000001,0.055270533073982
chr2,7000001,0.0551985682181073
chr1,17000001,0.0551811463338882
chr1,17000001,0.0551811463338882
chr18,74000001,0.0551096382347857
chr8,143000001,0.0550433368306243
chr4,55000001,0.0550188789789491
chr1,3000001,0.0550011431681706
chr1,3000001,0.0550011431681706
chr8,4000001,0.054939965273949
chr11,120000001,0.054726171487923
chr2,1000001,0.0546925824981962
chr10,10000001,0.0546512536754372
chr10,15000001,0.0546319662437684
chr16,88000001,0.0545906716907116
chr16,5000001,0.0542904515233928
chr16,13000001,0.054192181772217
chr6,31000001,0.0540742888205655
chr17,70000001,0.0540535615324384
chr8,127000001,0.0540375505183758
chr2,170000001,0.0537051354579815
chr14,50000001,0.0536064462094377
chr9,47000001,0.0534720750902407
chr16,89000001,0.0534577956726979
chr22,35000001,0.0532845279777256
chr15,86000001,0.0532836495164803
chr2,172000001,0.0532761336516871
chr11,134000001,0.0532441397359333
chr3,193000001,0.0531700867006994
chr5,32000001,0.0530727480516566
chr6,52000001,0.0530547938722904
chr3,1000001,0.0529498117174842
chr13,89000001,0.0529197010896331
chr17,35000001,0.0525787544533111
chr15,88000001,0.0522847840949678
chr22,12000001,0.0522808885996564
chr9,45000001,0.0520457120223575
chr9,46000001,0.0520457120223575
chr5,178000001,0.0519270965395508
chr5,152000001,0.0519170894520717
chr3,176000001,0.0518967105502654
chr18,61000001,0.0518765450947304
chr3,137000001,0.0517279702927916
chr22,34000001,0.0517042381766121
chrX,143000001,0.0513013617338415
chr5,75000001,0.0512951017697459
chr6,156000001,0.0512314063606222
chr1,63000001,0.0510288445854181
chr1,63000001,0.0510288445854181
chr12,125000001,0.0510056899588006
chr15,87000001,0.050966637435456
chr19,16000001,0.0509161763356515
chr16,80000001,0.0508133940444769
chr14,27000001,0.0507040967633055
chr8,2000001,0.0507016874252185
chr6,157000001,0.0506871301582102
chr9,142000001,0.0505650128708639
chr10,128000001,0.0504922174893571
chr12,4000001,0.0504516559421867
chr8,5000001,0.0504026201739721
chr9,12000001,0.0503082307431912
chr12,19000001,0.0502755337706419
chr3,64000001,0.0501810467023066
chrX,11000001,0.0500842552278947
chr2,134000001,0.0499574248819528
chr5,34000001,0.0497288338141325
chr3,24000001,0.0496875259223511
chr3,186000001,0.0496205455566246
chr2,6000001,0.0495812041716513
chr7,75000001,0.0494735898108647
chr20,48000001,0.049331492220466
chr8,9000001,0.0492510964670685
chr19,1,0.0490349372978727
chr4,133000001,0.0489474894524911
chr6,79000001,0.048895441440016
chr1,157000001,0.0488266341759473
chr1,157000001,0.0488266341759473
chr3,190000001,0.0488219891399005
chr22,21000001,0.0488005027588423
chr3,153000001,0.0485924726173196
chr19,36000001,0.048443789265415
chrX,118000001,0.0484195597978153
chr20,8000001,0.0484151404043342
chr6,152000001,0.0484121254168469
chr12,108000001,0.0483789460607549
chr8,13000001,0.0482371857323598
chr8,10000001,0.0482205172759415
chr1,245000001,0.0482103509578715
chr1,245000001,0.0482103509578715
chr11,8000001,0.048099556045991
chr8,141000001,0.0479972783282074
chr4,1000001,0.0478896426934551
chr1,82000001,0.047844305553281
chr1,82000001,0.047844305553281
chr13,110000001,0.0477685892293059
chr8,1,0.0477468446163402
chr9,40000001,0.0477000529204822
chr12,117000001,0.0475218195248499
chr3,10000001,0.0474800970132723
chr14,99000001,0.0474138612505476
chr13,112000001,0.0472393517920636
chr1,248000001,0.0472163937444161
chr1,248000001,0.0472163937444161
chr4,3000001,0.0472082145539258
chr1,56000001,0.0471956876152432
chr1,56000001,0.0471956876152432
chr2,171000001,0.0471383029034634
chr7,8000001,0.0470499497429854
chr15,89000001,0.0470400048935754
chr21,43000001,0.0469980876767096
chr14,48000001,0.0469487198153389
chr6,160000001,0.0469481586216321
chr12,13000001,0.0469335207489616
chr12,114000001,0.0467096519358574
chr1,243000001,0.0465805242581137
chr1,243000001,0.0465805242581137
chr7,137000001,0.0465173472020934
chr13,25000001,0.0465099587038192
chr8,21000001,0.046428085689031
chr5,154000001,0.0463253705809354
chr2,221000001,0.0463235074254916
chr9,7000001,0.0463148934538362
chr16,95000001,0.0461736923936489
chr13,20000001,0.0461546975936815
chr5,57000001,0.0461414962448181
chr10,16000001,0.045871591397214
chr9,39000001,0.045733152579024
chr2,12000001,0.0457079553652682
chr18,25000001,0.0455546255145824
chr21,22000001,0.0454898710413479
chr5,125000001,0.0454850044483097
chr22,43000001,0.0453605652612248
chr13,71000001,0.0453427722455312
chr6,43000001,0.0453098141367919
chr10,126000001,0.0452876110997225
chr4,184000001,0.0452000744608745
chr6,107000001,0.0451609691059846
chr17,77000001,0.0451166587581198
chr17,7000001,0.0451013901189907
chr12,126000001,0.0449551243892082
chr3,30000001,0.0448620998057309
chr19,27000001,0.0447864267828021
chr19,28000001,0.0447864267828021
chr4,11000001,0.0447699658388469
chrX,57000001,0.044712400091949
chr9,9000001,0.044645794355034
chr10,33000001,0.0446388593419007
chr9,122000001,0.0444475974241705
chr6,169000001,0.044399129801828
chr2,34000001,0.0443419853106676
chr5,167000001,0.0443409808484788
chr7,31000001,0.0442384484659061
chr19,53000001,0.0442042019860564
chr2,173000001,0.0441481047739789
chr2,119000001,0.0440479459642303
chr19,5000001,0.0439404938935864
chr7,47000001,0.0439403215451088
chr13,108000001,0.0438254889112587
chr15,90000001,0.0437503423392298
chr19,4000001,0.0437274916424705
chr6,14000001,0.0436755402365544
chrX,21000001,0.0436558747685078
chr5,84000001,0.0436259576004167
chr11,3000001,0.0436062781138014
chr7,45000001,0.043477151407437
chr16,69000001,0.0434472818154485
chr16,11000001,0.0434271661499643
chr2,222000001,0.0433904674495381
chr14,16000001,0.0433465133628772
chr8,1000001,0.0432881140958988
chr17,27000001,0.0432142029811956
chr11,95000001,0.0432030316445742
chr18,2000001,0.0429831007850165
chr1,10000001,0.0427856092504472
chr1,10000001,0.0427856092504472
chrX,139000001,0.042730885706713
chr11,69000001,0.0425972281708304
chr2,218000001,0.0425962897158936
chr10,7000001,0.0425864709156268
chr19,17000001,0.0425481109911897
chr11,121000001,0.0425334585449794
chr11,96000001,0.0425272254755008
chr18,71000001,0.0425173075833819
chr20,51000001,0.0425109512826509
chr18,69000001,0.0425054908244461
chr7,22000001,0.0425003331488547
chr3,195000001,0.0424294310191263
chr4,14000001,0.0423775891701351
chr3,25000001,0.0423285831285386
chr8,140000001,0.0423195253387035
chr14,84000001,0.0423153262447339
chr15,60000001,0.0422950935178658
chr3,174000001,0.0422559156868194
chr6,21000001,0.042236230571739
chr5,18000001,0.0422334942130869
chr1,7000001,0.0421410913809629
chr1,7000001,0.0421410913809629
chr10,30000001,0.0420959318762436
chr7,11000001,0.0420835406465901
chr12,6000001,0.0420564736388047
chr4,16000001,0.0419908805325073
chr13,45000001,0.0419863598283608
chrX,96000001,0.0419759488277029
chr2,217000001,0.0419663855284185
chr5,174000001,0.0419298466786592
chr10,81000001,0.0419238409387248
chr8,30000001,0.0418940060843876
chr4,140000001,0.0418379068624171
chr8,68000001,0.041831897015019
chr8,144000001,0.0418169288130217
chrX,8000001,0.0417929780775697
chr19,8000001,0.0417249212709237
chr7,150000001,0.0416156404815514
chr1,167000001,0.0415992495524517
chr1,167000001,0.0415992495524517
chr13,72000001,0.041578059274807
chr21,35000001,0.041561581333322
chr12,9000001,0.0414092419147617
chr4,58000001,0.0413548314473573
chr3,74000001,0.0411969644405141
chr3,199000001,0.0411247562776884
chr20,52000001,0.0411230489656158
chr22,15000001,0.0410584619386688
chr6,135000001,0.0410245638923553
chr1,89000001,0.0408624899821974
chr1,89000001,0.0408624899821974
chr12,2000001,0.040861496100942
chr8,135000001,0.0408556526389125
chr3,157000001,0.0408457194348379
chr11,133000001,0.0408052630004993
chr3,178000001,0.0407939096192332
chr19,42000001,0.0407878514185209
chr7,19000001,0.0407636286708952
chr4,191000001,0.0407470492681501
chr16,1000001,0.0407360738857837
chr20,58000001,0.0406790703652346
chr8,28000001,0.0406779597827685
chr18,4000001,0.0405788699250327
