chrom	start	end	AB1_hotspots
chr1	2466090	2467438	1
chr1	2775459	2777093	1
chr1	2779790	2781217	1
chr1	2790784	2792408	1
chr1	2804293	2805681	1
chr1	2864092	2864934	1
chr1	2878762	2880537	1
chr1	2885747	2887424	1
chr1	2896809	2898526	1
chr1	2997426	2999052	1
chr1	3007889	3009578	1
chr1	3011877	3013621	1
chr1	3014574	3015948	1
chr1	3036049	3037229	1
chr1	3056087	3058909	1
chr1	3061474	3063740	1
chr1	3099824	3101260	1
chr1	3109974	3111484	1
chr1	3117154	3118530	1
chr1	3128588	3129715	1
chr1	3164671	3166449	1
chr1	3173019	3174289	1
chr1	3195795	3197388	1
chr1	3230499	3231528	1
chr1	3236815	3237670	1
chr1	3240006	3241456	1
chr1	3265308	3267291	1
chr1	3271677	3274149	1
chr1	3293549	3295031	1
chr1	3331370	3333036	1
chr1	3347412	3348469	1
chr1	3351277	3353249	1
chr1	3384492	3385963	1
chr1	3404845	3406237	1
chr1	3412713	3414150	1
chr1	3417588	3419090	1
chr1	3456877	3458871	1
chr1	3484494	3485467	1
chr1	3491481	3492880	1
chr1	3496725	3497891	1
chr1	3511317	3512426	1
chr1	3512758	3513592	1
chr1	3530038	3531015	1
chr1	3574387	3575701	1
chr1	3582505	3584107	1
chr1	3589112	3590802	1
chr1	3602980	3605119	1
chr1	3654350	3656225	1
chr1	3679760	3682139	1
chr1	3702392	3704423	1
chr1	3783822	3785384	1
chr1	3834074	3836162	1
chr1	4002112	4003934	1
chr1	4009175	4011487	1
chr1	4017008	4018312	1
chr1	4054438	4056064	1
chr1	4063631	4065128	1
chr1	4105320	4106558	1
chr1	4113282	4114593	1
chr1	4122192	4123255	1
chr1	4139278	4140364	1
chr1	4152055	4154226	1
chr1	4178790	4179998	1
chr1	4234134	4235215	1
chr1	4294897	4296187	1
chr1	4379731	4381152	1
chr1	4515798	4517194	1
chr1	4640929	4641990	1
chr1	4674153	4674954	1
chr1	4712436	4713875	1
chr1	4749272	4750741	1
chr1	4751019	4752412	1
chr1	4853311	4854752	1
chr1	4900480	4901428	1
chr1	5000997	5002560	1
chr1	5019566	5020706	1
chr1	5090313	5091950	1
chr1	5135954	5137357	1
chr1	5142640	5143728	1
chr1	5305793	5307092	1
chr1	5310643	5312202	1
chr1	5317140	5318787	1
chr1	5324766	5325808	1
chr1	5346904	5348732	1
chr1	5357107	5358044	1
chr1	5403290	5404563	1
chr1	5464274	5465639	1
chr1	5630597	5632546	1
chr1	5638462	5639927	1
chr1	5677188	5678112	1
chr1	5707581	5709060	1
chr1	5807269	5808313	1
chr1	5870756	5871556	1
chr1	5913123	5914826	1
chr1	5927503	5928324	1
chr1	5934200	5936527	1
chr1	5959471	5961605	1
chr1	6006671	6008155	1
chr1	6059391	6060994	1
chr1	6064204	6067936	1
chr1	6112922	6114143	1
chr1	6137334	6139834	1
chr1	6143279	6146017	1
chr1	6219854	6222105	1
chr1	6282930	6283772	1
chr1	6284754	6286152	1
chr1	6328258	6330501	1
chr1	6534785	6536236	1
chr1	6562631	6563845	1
chr1	6639752	6641240	1
chr1	6967374	6968919	1
chr1	6975290	6977199	1
chr1	6977332	6978292	1
chr1	6999941	7002004	1
chr1	7036288	7037879	1
chr1	7129091	7130216	1
chr1	7131905	7133625	1
chr1	7169078	7171364	1
chr1	7181574	7182896	1
chr1	7202901	7203947	1
chr1	7245914	7248873	1
chr1	7324163	7325505	1
chr1	7363326	7365310	1
chr1	7411904	7412881	1
chr1	7487483	7489301	1
chr1	7509191	7510737	1
chr1	7603854	7604862	1
chr1	7607157	7608606	1
chr1	7615903	7617174	1
chr1	7708595	7710176	1
chr1	7799254	7800114	1
chr1	7875520	7876458	1
chr1	8029050	8031414	1
chr1	8136763	8137876	1
chr1	8199827	8200668	1
chr1	8408689	8409994	1
chr1	8418693	8420054	1
chr1	8476120	8477076	1
chr1	8507384	8509284	1
chr1	8753186	8754612	1
chr1	8802747	8804808	1
chr1	9014977	9015936	1
chr1	9043958	9045073	1
chr1	9067179	9069185	1
chr1	9322168	9324632	1
chr1	9337604	9338634	1
chr1	9361097	9362216	1
chr1	9366470	9368042	1
chr1	9382618	9383497	1
chr1	9397072	9398528	1
chr1	9464072	9464936	1
chr1	9510713	9511827	1
chr1	9688603	9689916	1
chr1	9976470	9977764	1
chr1	10235078	10236531	1
chr1	10483420	10485114	1
chr1	10520792	10522921	1
chr1	10642400	10644585	1
chr1	10653057	10654764	1
chr1	10676605	10678137	1
chr1	10681200	10682281	1
chr1	10697532	10698830	1
chr1	10756842	10758450	1
chr1	10762148	10763431	1
chr1	10802607	10805371	1
chr1	10814185	10815709	1
chr1	10830771	10831872	1
chr1	10864371	10865524	1
chr1	10887842	10888820	1
chr1	10964679	10966197	1
chr1	11018380	11019534	1
chr1	11026474	11027678	1
chr1	11041424	11042590	1
chr1	11265470	11266475	1
chr1	11389462	11390478	1
chr1	11397449	11398726	1
chr1	11399012	11400100	1
chr1	11710329	11712273	1
chr1	11752357	11753849	1
chr1	11775233	11776303	1
chr1	11822388	11823746	1
chr1	11895713	11896688	1
chr1	11907840	11909241	1
chr1	12057383	12058986	1
chr1	12071583	12072937	1
chr1	12156705	12158437	1
chr1	12197854	12199609	1
chr1	12270636	12271860	1
chr1	12401122	12402602	1
chr1	12474809	12476486	1
chr1	12510687	12512215	1
chr1	12601747	12603867	1
chr1	12687089	12688549	1
chr1	12768915	12770421	1
chr1	12984647	12985990	1
chr1	12988399	12989969	1
chr1	13377305	13378733	1
chr1	13381079	13382339	1
chr1	13810048	13811137	1
chr1	13931071	13932659	1
chr1	14128671	14130183	1
chr1	14153570	14154629	1
chr1	14170437	14171666	1
chr1	14353246	14354602	1
chr1	14440308	14441936	1
chr1	14443434	14444941	1
chr1	14625618	14627190	1
chr1	14651347	14652174	1
chr1	14705531	14707163	1
chr1	14720022	14721303	1
chr1	14732789	14734410	1
chr1	14877614	14879028	1
chr1	14891006	14892349	1
chr1	15059707	15060556	1
chr1	15099215	15101254	1
chr1	15152960	15154852	1
chr1	15181904	15183641	1
chr1	15311023	15312241	1
chr1	15321821	15323129	1
chr1	15338257	15339540	1
chr1	15372030	15373920	1
chr1	15425063	15427522	1
chr1	15570458	15572101	1
chr1	15619280	15620921	1
chr1	15648762	15650384	1
chr1	15672304	15674026	1
chr1	15685741	15687713	1
chr1	15745158	15746797	1
chr1	15781552	15783334	1
chr1	15789404	15790647	1
chr1	16050732	16052500	1
chr1	16056393	16057528	1
chr1	16082115	16082976	1
chr1	16125102	16126469	1
chr1	16420672	16421813	1
chr1	16442249	16443394	1
chr1	16982103	16983593	1
chr1	17076736	17078264	1
chr1	17348665	17350580	1
chr1	17429985	17430990	1
chr1	17540079	17541487	1
chr1	17546029	17546979	1
chr1	17549473	17550346	1
chr1	17677510	17679113	1
chr1	17918634	17920602	1
chr1	17973758	17974903	1
chr1	18150953	18151894	1
chr1	18182660	18183975	1
chr1	18263620	18265214	1
chr1	18322856	18323932	1
chr1	18426824	18428215	1
chr1	18486783	18488493	1
chr1	18512246	18513454	1
chr1	18524666	18526028	1
chr1	18566617	18567683	1
chr1	18569862	18571283	1
chr1	18575594	18576821	1
chr1	18579326	18580332	1
chr1	18662313	18664333	1
chr1	18766523	18767664	1
chr1	18834586	18835482	1
chr1	19050715	19052796	1
chr1	19178080	19180777	1
chr1	19203295	19204648	1
chr1	19213467	19214566	1
chr1	19239433	19240971	1
chr1	19386099	19387318	1
chr1	19406196	19408372	1
chr1	19470273	19471198	1
chr1	19636693	19637742	1
chr1	19679329	19682215	1
chr1	19797728	19798688	1
chr1	19973871	19975630	1
chr1	20048698	20049981	1
chr1	20060174	20062146	1
chr1	20109528	20111194	1
chr1	20139283	20141139	1
chr1	20147269	20148471	1
chr1	20249608	20250946	1
chr1	20436495	20437531	1
chr1	20468067	20469392	1
chr1	20476018	20477010	1
chr1	20555566	20556795	1
chr1	20762001	20763357	1
chr1	20883371	20884503	1
chr1	20970498	20972275	1
chr1	21009393	21011296	1
chr1	21028639	21030239	1
chr1	21359857	21360906	1
chr1	21537048	21537958	1
chr1	21593598	21594401	1
chr1	21622961	21624428	1
chr1	21658064	21659509	1
chr1	21755542	21756786	1
chr1	21927853	21928749	1
chr1	21936481	21937498	1
chr1	21977950	21979721	1
chr1	22005825	22007854	1
chr1	22199671	22200800	1
chr1	22533483	22534661	1
chr1	22621747	22622987	1
chr1	22636343	22637428	1
chr1	22736907	22738088	1
chr1	22865359	22866807	1
chr1	22885549	22886730	1
chr1	22925991	22926981	1
chr1	23086277	23087885	1
chr1	23128462	23129824	1
chr1	23143120	23144080	1
chr1	23183562	23185403	1
chr1	23406343	23407777	1
chr1	23411854	23412847	1
chr1	23437877	23438764	1
chr1	23578614	23580073	1
chr1	23600138	23601104	1
chr1	23885614	23887263	1
chr1	23908777	23910139	1
chr1	23940091	23941081	1
chr1	24004541	24005441	1
chr1	24388683	24389604	1
chr1	24416271	24418308	1
chr1	24525955	24527468	1
chr1	24661852	24663571	1
chr1	24798077	24799012	1
chr1	25185033	25186568	1
chr1	25224099	25224937	1
chr1	25263566	25265703	1
chr1	25305761	25307492	1
chr1	25424124	25425728	1
chr1	25883818	25885381	1
chr1	25908049	25909654	1
chr1	26002979	26004713	1
chr1	26110418	26112794	1
chr1	26116871	26117857	1
chr1	26289386	26291003	1
chr1	26480618	26481649	1
chr1	26597392	26598911	1
chr1	26899090	26899912	1
chr1	26903362	26904608	1
chr1	26987688	26988884	1
chr1	27214941	27216104	1
chr1	27330266	27331281	1
chr1	27623776	27624639	1
chr1	27630504	27632424	1
chr1	27766164	27767859	1
chr1	27987522	27988770	1
chr1	28112051	28113180	1
chr1	28292354	28293280	1
chr1	29180289	29182538	1
chr1	29630491	29632411	1
chr1	29646188	29647484	1
chr1	29672402	29673383	1
chr1	29683268	29685464	1
chr1	29709391	29710198	1
chr1	29717753	29719149	1
chr1	29871891	29873176	1
chr1	30161369	30163192	1
chr1	30244643	30246158	1
chr1	30279859	30280691	1
chr1	30578251	30579762	1
chr1	30616813	30618006	1
chr1	30682094	30683763	1
chr1	30698225	30699071	1
chr1	30744699	30745678	1
chr1	30792789	30794414	1
chr1	30890962	30892357	1
chr1	30987578	30989142	1
chr1	30997974	30999134	1
chr1	31127899	31128749	1
chr1	31221923	31223469	1
chr1	31256041	31257004	1
chr1	31258998	31260493	1
chr1	31316577	31318159	1
chr1	31363990	31365562	1
chr1	31503668	31504748	1
chr1	31904286	31906241	1
chr1	32037117	32038333	1
chr1	32144918	32146038	1
chr1	32660935	32662024	1
chr1	33065367	33066820	1
chr1	33348144	33349395	1
chr1	33360925	33362190	1
chr1	33450846	33452020	1
chr1	33483773	33484981	1
chr1	33597010	33598390	1
chr1	33719037	33720413	1
chr1	33734214	33735282	1
chr1	33759879	33761288	1
chr1	34021689	34023100	1
chr1	34043498	34045150	1
chr1	34047693	34048546	1
chr1	34058267	34060059	1
chr1	34246083	34247352	1
chr1	34373446	34375030	1
chr1	34537687	34540089	1
chr1	34568508	34569799	1
chr1	34726546	34728081	1
chr1	34798629	34799963	1
chr1	34886453	34887690	1
chr1	34941230	34942762	1
chr1	34945124	34946286	1
chr1	35041036	35042568	1
chr1	35227141	35228711	1
chr1	35267488	35268995	1
chr1	35307923	35309827	1
chr1	35367416	35369265	1
chr1	35379730	35381191	1
chr1	35381616	35382436	1
chr1	35566426	35568153	1
chr1	35760386	35761906	1
chr1	35877187	35878460	1
chr1	36031314	36032616	1
chr1	36068665	36070022	1
chr1	36563797	36565763	1
chr1	36990618	36991765	1
chr1	37019377	37021866	1
chr1	37134959	37136072	1
chr1	37319177	37321886	1
chr1	37325691	37326973	1
chr1	37403400	37404915	1
chr1	37426818	37427879	1
chr1	37448680	37449986	1
chr1	37538520	37539681	1
chr1	37548631	37550357	1
chr1	37814855	37816022	1
chr1	37820150	37821012	1
chr1	37950070	37951940	1
chr1	38143957	38145403	1
chr1	38197290	38198707	1
chr1	38466336	38467579	1
chr1	38558481	38560442	1
chr1	38602769	38604297	1
chr1	38730689	38732590	1
chr1	38950786	38952263	1
chr1	39050132	39051316	1
chr1	39145422	39147385	1
chr1	39549465	39551473	1
chr1	39585946	39587735	1
chr1	39777073	39778489	1
chr1	39921412	39922517	1
chr1	39940927	39942551	1
chr1	39974089	39975414	1
chr1	40163539	40164982	1
chr1	40166703	40167585	1
chr1	40199495	40200750	1
chr1	40256756	40257788	1
chr1	40442206	40443698	1
chr1	40535532	40536715	1
chr1	40758127	40759481	1
chr1	40763395	40765007	1
chr1	41250442	41251359	1
chr1	41287290	41288517	1
chr1	41318656	41320028	1
chr1	41420035	41421629	1
chr1	41453499	41455144	1
chr1	41493387	41495496	1
chr1	41724901	41725815	1
chr1	41747598	41749320	1
chr1	41830058	41831643	1
chr1	41974634	41976541	1
chr1	42008955	42010838	1
chr1	42102903	42104204	1
chr1	42271301	42273247	1
chr1	42299425	42300242	1
chr1	42353232	42355003	1
chr1	42405918	42407176	1
chr1	42630534	42631624	1
chr1	42651723	42652831	1
chr1	42881080	42882753	1
chr1	43107249	43108440	1
chr1	43300770	43301848	1
chr1	43317696	43319133	1
chr1	43398264	43399516	1
chr1	43523050	43524861	1
chr1	43692419	43694236	1
chr1	43757830	43759751	1
chr1	43898013	43899874	1
chr1	43908467	43910231	1
chr1	44009978	44011192	1
chr1	44163003	44164053	1
chr1	44248455	44249533	1
chr1	44483093	44483993	1
chr1	44486217	44487508	1
chr1	44855665	44857043	1
chr1	44877920	44879029	1
chr1	44897036	44897957	1
chr1	45082046	45083033	1
chr1	45174084	45175827	1
chr1	45765870	45767477	1
chr1	45790799	45791858	1
chr1	46073261	46075086	1
chr1	46494357	46496779	1
chr1	46648725	46650135	1
chr1	46897628	46899605	1
chr1	47091763	47094069	1
chr1	47097948	47099301	1
chr1	47255288	47256620	1
chr1	47645331	47646532	1
chr1	47709003	47710385	1
chr1	48096696	48098396	1
chr1	48103933	48105285	1
chr1	48194469	48195613	1
chr1	48213548	48215175	1
chr1	48221941	48223514	1
chr1	48482257	48483703	1
chr1	48520441	48522198	1
chr1	48555166	48556557	1
chr1	48977669	48978836	1
chr1	49001408	49002635	1
chr1	49214951	49217213	1
chr1	49736528	49737929	1
chr1	50591779	50593498	1
chr1	50644135	50645847	1
chr1	50757387	50758238	1
chr1	50783240	50785111	1
chr1	50823990	50825597	1
chr1	50973524	50974882	1
chr1	51778846	51780370	1
chr1	51800014	51801191	1
chr1	52247960	52249670	1
chr1	52255300	52257200	1
chr1	52261083	52262124	1
chr1	52263821	52265342	1
chr1	52431174	52432135	1
chr1	53114018	53116876	1
chr1	53342085	53343374	1
chr1	53446807	53448511	1
chr1	53632870	53635212	1
chr1	53707441	53708680	1
chr1	53752370	53754095	1
chr1	53776390	53778179	1
chr1	53781360	53782774	1
chr1	53972645	53974274	1
chr1	54016366	54018217	1
chr1	54124145	54125272	1
chr1	54223231	54224799	1
chr1	54309888	54311313	1
chr1	54542326	54543912	1
chr1	54632256	54633114	1
chr1	54703288	54705057	1
chr1	54742950	54744740	1
chr1	54753651	54755708	1
chr1	54769864	54771795	1
chr1	54834517	54835863	1
chr1	55014321	55015595	1
chr1	55080656	55081814	1
chr1	55404840	55406251	1
chr1	55496147	55497606	1
chr1	55669093	55670275	1
chr1	55739928	55741070	1
chr1	55902869	55903880	1
chr1	56049044	56049890	1
chr1	56188407	56189928	1
chr1	56191527	56192725	1
chr1	56412310	56413917	1
chr1	56770255	56771336	1
chr1	56800053	56802251	1
chr1	56897850	56899937	1
chr1	57020564	57022060	1
chr1	57067036	57068250	1
chr1	57178049	57180714	1
chr1	57197650	57199374	1
chr1	57273978	57275669	1
chr1	57372535	57373869	1
chr1	57408978	57410597	1
chr1	57522441	57524432	1
chr1	57586656	57588246	1
chr1	57777995	57779464	1
chr1	57987536	57988899	1
chr1	58197102	58198623	1
chr1	58380459	58382124	1
chr1	58384042	58384978	1
chr1	58488949	58490271	1
chr1	58522655	58523793	1
chr1	58535521	58537086	1
chr1	58766442	58767632	1
chr1	58800577	58802056	1
chr1	58810162	58811579	1
chr1	58904017	58905521	1
chr1	58912734	58914351	1
chr1	59314186	59316521	1
chr1	59344988	59347396	1
chr1	59415037	59416766	1
chr1	59487084	59488944	1
chr1	59575154	59576640	1
chr1	59889760	59891559	1
chr1	59985956	59987473	1
chr1	60186102	60187521	1
chr1	60197670	60199088	1
chr1	60231404	60233550	1
chr1	60460074	60461363	1
chr1	60593682	60595182	1
chr1	60868416	60870099	1
chr1	60888912	60890096	1
chr1	61258500	61260155	1
chr1	61357940	61359795	1
chr1	61375916	61377087	1
chr1	61412256	61413761	1
chr1	61667925	61670087	1
chr1	61721498	61722398	1
chr1	61750707	61751793	1
chr1	61833213	61834544	1
chr1	61850685	61852005	1
chr1	61871137	61873920	1
chr1	61954024	61955400	1
chr1	61984815	61985911	1
chr1	62025969	62027405	1
chr1	62245533	62246905	1
chr1	62283890	62285215	1
chr1	62334334	62335345	1
chr1	62364641	62365996	1
chr1	62379457	62381253	1
chr1	62803940	62805411	1
chr1	62828211	62829812	1
chr1	62959634	62961237	1
chr1	63454090	63455646	1
chr1	63460382	63461829	1
chr1	63628363	63630012	1
chr1	63795206	63796736	1
chr1	63904756	63906770	1
chr1	64094382	64096448	1
chr1	64103709	64105581	1
chr1	64256568	64257389	1
chr1	64342215	64344256	1
chr1	64367858	64369168	1
chr1	64538113	64539696	1
chr1	64555165	64556989	1
chr1	64902464	64903657	1
chr1	64932671	64934279	1
chr1	65007110	65008053	1
chr1	65013445	65015182	1
chr1	65150871	65152511	1
chr1	65294925	65296570	1
chr1	65304222	65306121	1
chr1	65378617	65380629	1
chr1	65387243	65388421	1
chr1	65527649	65529414	1
chr1	65662300	65663238	1
chr1	65697101	65699020	1
chr1	65829687	65831158	1
chr1	65874294	65875645	1
chr1	65890787	65892973	1
chr1	66387805	66389256	1
chr1	66553234	66555113	1
chr1	66643734	66645112	1
chr1	66772852	66774728	1
chr1	67254926	67257033	1
chr1	67279701	67280801	1
chr1	67297999	67299707	1
chr1	67359933	67361972	1
chr1	67507207	67508547	1
chr1	67766681	67768304	1
chr1	67916629	67917876	1
chr1	67991974	67993246	1
chr1	68255177	68256883	1
chr1	68456454	68457866	1
chr1	68562750	68563622	1
chr1	68566558	68568529	1
chr1	68572943	68574058	1
chr1	68632954	68634688	1
chr1	68664500	68666053	1
chr1	68719303	68720297	1
chr1	68825788	68827220	1
chr1	69448398	69449976	1
chr1	69633506	69634801	1
chr1	69687032	69688420	1
chr1	69790437	69792779	1
chr1	69914304	69915326	1
chr1	70190176	70191659	1
chr1	70243405	70245254	1
chr1	70277805	70279387	1
chr1	70490716	70492470	1
chr1	70503978	70505881	1
chr1	70584047	70585096	1
chr1	70758584	70760790	1
chr1	70944931	70946613	1
chr1	70987556	70989855	1
chr1	71039589	71041002	1
chr1	71154060	71155529	1
chr1	72078527	72079869	1
chr1	72281498	72282939	1
chr1	72381143	72382552	1
chr1	72509072	72510501	1
chr1	72555583	72556509	1
chr1	73067175	73068379	1
chr1	74234719	74236532	1
chr1	74325541	74328500	1
chr1	74711160	74712713	1
chr1	74856818	74858770	1
chr1	74876135	74877916	1
chr1	75014393	75016188	1
chr1	75129842	75132360	1
chr1	75166081	75167713	1
chr1	75174326	75176057	1
chr1	75277476	75279038	1
chr1	75470680	75471957	1
chr1	75620177	75621392	1
chr1	75692960	75693776	1
chr1	75827901	75829331	1
chr1	76095022	76096557	1
chr1	76475734	76478007	1
chr1	76674861	76675817	1
chr1	76782272	76784303	1
chr1	76944193	76945073	1
chr1	76974396	76976805	1
chr1	77188763	77191144	1
chr1	77264007	77265629	1
chr1	77441423	77443232	1
chr1	77547250	77549282	1
chr1	77694389	77696656	1
chr1	77869346	77870538	1
chr1	77895158	77896753	1
chr1	78294805	78296492	1
chr1	78719297	78720814	1
chr1	78954864	78956096	1
chr1	78989128	78990512	1
chr1	78999305	79000646	1
chr1	79062347	79064239	1
chr1	79183431	79184495	1
chr1	79260870	79262447	1
chr1	79466574	79467523	1
chr1	79494092	79496549	1
chr1	79582141	79583455	1
chr1	79659837	79661547	1
chr1	80100070	80101705	1
chr1	80781438	80783047	1
chr1	81159834	81160901	1
chr1	81209101	81210420	1
chr1	81341117	81342044	1
chr1	81353985	81356077	1
chr1	81767563	81769613	1
chr1	81822125	81822960	1
chr1	82218015	82219830	1
chr1	82353607	82354784	1
chr1	82562925	82564878	1
chr1	82801001	82802289	1
chr1	82811507	82812863	1
chr1	82836686	82838046	1
chr1	82883376	82885325	1
chr1	82964743	82967161	1
chr1	83054438	83055705	1
chr1	83061065	83062720	1
chr1	83094793	83095973	1
chr1	83130025	83131763	1
chr1	83264201	83265078	1
chr1	83294487	83296046	1
chr1	83453033	83454625	1
chr1	83468178	83470028	1
chr1	83838707	83839948	1
chr1	84070158	84071504	1
chr1	84158565	84159859	1
chr1	84227054	84228330	1
chr1	84252725	84253528	1
chr1	84319752	84321098	1
chr1	84731285	84732845	1
chr1	84745299	84747703	1
chr1	84843187	84844696	1
chr1	84927393	84928524	1
chr1	85135709	85136840	1
chr1	85229728	85231322	1
chr1	85332753	85333728	1
chr1	85345984	85347223	1
chr1	85391343	85393821	1
chr1	85415964	85417875	1
chr1	85556554	85558883	1
chr1	85581093	85582030	1
chr1	85605041	85606272	1
chr1	85658179	85659771	1
chr1	85835583	85837290	1
chr1	85921555	85923253	1
chr1	85940370	85942019	1
chr1	86010678	86012237	1
chr1	86453737	86455773	1
chr1	86570821	86572269	1
chr1	86759659	86761290	1
chr1	86948702	86950125	1
chr1	86999180	87000460	1
chr1	87051015	87053293	1
chr1	87373647	87374917	1
chr1	87407618	87409131	1
chr1	87446019	87447395	1
chr1	87584750	87585842	1
chr1	87612319	87613729	1
chr1	87653020	87656052	1
chr1	87759849	87761707	1
chr1	87802724	87804342	1
chr1	87825566	87827142	1
chr1	87891820	87892738	1
chr1	88034636	88036425	1
chr1	88047054	88048271	1
chr1	88236006	88237988	1
chr1	88454760	88456633	1
chr1	88606113	88607825	1
chr1	88654630	88656760	1
chr1	88863924	88865648	1
chr1	88897434	88898720	1
chr1	88987835	88989122	1
chr1	89139981	89141241	1
chr1	89321661	89323117	1
chr1	89452161	89454126	1
chr1	89748284	89749944	1
chr1	90065393	90067380	1
chr1	90150130	90151959	1
chr1	90300035	90301387	1
chr1	90306262	90307729	1
chr1	90321632	90323229	1
chr1	90412392	90414405	1
chr1	90528758	90530476	1
chr1	90536793	90538121	1
chr1	90599727	90602061	1
chr1	90657218	90658809	1
chr1	90798331	90800250	1
chr1	90926162	90927519	1
chr1	90950983	90952733	1
chr1	91084572	91085929	1
chr1	91117867	91119145	1
chr1	91234595	91236170	1
chr1	91528437	91529577	1
chr1	91579576	91581252	1
chr1	91668813	91670853	1
chr1	91885921	91887378	1
chr1	92022339	92024158	1
chr1	92096475	92098493	1
chr1	92133462	92135239	1
chr1	92142503	92143496	1
chr1	92151665	92153399	1
chr1	92210464	92211991	1
chr1	92223606	92224459	1
chr1	92232215	92233056	1
chr1	92240396	92241652	1
chr1	92751810	92753001	1
chr1	93135126	93136802	1
chr1	93513583	93514663	1
chr1	93520060	93521205	1
chr1	93537315	93538831	1
chr1	93590593	93592197	1
chr1	94020705	94022943	1
chr1	94054698	94056314	1
chr1	94071847	94073391	1
chr1	94168798	94170958	1
chr1	94175271	94176849	1
chr1	94406950	94408155	1
chr1	94453388	94455782	1
chr1	94479272	94480521	1
chr1	94502381	94503894	1
chr1	94508018	94510975	1
chr1	94537510	94539143	1
chr1	94605789	94607316	1
chr1	94685817	94687259	1
chr1	95021807	95023467	1
chr1	95073845	95075083	1
chr1	95120896	95122702	1
chr1	95168924	95170282	1
chr1	95199045	95200993	1
chr1	95312715	95315690	1
chr1	95330519	95331937	1
chr1	95349015	95350124	1
chr1	95372712	95373842	1
chr1	95602379	95603212	1
chr1	95740126	95741638	1
chr1	95834001	95835574	1
chr1	96042200	96043620	1
chr1	96094222	96095417	1
chr1	96149801	96151909	1
chr1	96595677	96596855	1
chr1	97274627	97275654	1
chr1	97283934	97286051	1
chr1	97605976	97608434	1
chr1	97722348	97724922	1
chr1	97885040	97887154	1
chr1	97891504	97892621	1
chr1	97948953	97950664	1
chr1	98004852	98007583	1
chr1	98222453	98223605	1
chr1	98665295	98666494	1
chr1	98726705	98728882	1
chr1	98924780	98926174	1
chr1	98962350	98964842	1
chr1	99423031	99424968	1
chr1	99555085	99556460	1
chr1	99671156	99672438	1
chr1	99781909	99783492	1
chr1	99799417	99801999	1
chr1	99956400	99958253	1
chr1	100111040	100112391	1
chr1	100275881	100276850	1
chr1	100339522	100340954	1
chr1	100537085	100538684	1
chr1	100764710	100766455	1
chr1	100926899	100928290	1
chr1	101080182	101081468	1
chr1	101196044	101197779	1
chr1	101211152	101213265	1
chr1	101416557	101418544	1
chr1	101526453	101527685	1
chr1	101658559	101660494	1
chr1	101682715	101684048	1
chr1	101848753	101850064	1
chr1	101854584	101856222	1
chr1	102039084	102041289	1
chr1	102177379	102179953	1
chr1	102268430	102270297	1
chr1	102284419	102286113	1
chr1	102296636	102298428	1
chr1	102307184	102308562	1
chr1	102388960	102390913	1
chr1	102422325	102424462	1
chr1	102897946	102899397	1
chr1	104768282	104769666	1
chr1	104985043	104986914	1
chr1	105191930	105193759	1
chr1	105296651	105297451	1
chr1	106086704	106088716	1
chr1	106459572	106460843	1
chr1	106766738	106768508	1
